x,y
0.8822691559171594,1.0
0.591104911541196,1.4031714854201476e-158
0.7574259249940245,3.1374330772482477e-158
0.9117042344297299,4.467700126942492e-158
0.8822691559171594,4.447061984223741e-158
0.7806500644047256,1.7865170851315026e-158
0.5269662742814093,1.2788607256797521e-158
0.8877746280969862,4.666554864302112e-158
0.8191608741440772,3.4968292743618457e-158
0.9886868280263348,5.5100827854893384e-158
0.9177238068272399,4.399177459188357e-158
0.5721868307633524,1.042356443068175e-158
0.8645492427334424,3.659316840238888e-158
0.9740952059512531,5.682244007889643e-158
0.9084044918595104,4.475219806094512e-158
0.5867430543825455,1.5798986985066834e-158
0.7990162544610345,2.9989944767609657e-158
0.3125187037109061,3.094958968405895e-159
0.7235234857261702,2.674954816318961e-158
0.6613105094677789,2.6086896370151775e-158
0.9207266443930128,4.3669608831279144e-158
0.968895501184376,5.52091253853337e-158
0.8270600187597251,3.448126236933457e-158
0.47605862620795203,1.60760265577599e-158
0.6539047873491857,2.2260251009630504e-158
0.9035718632315024,3.828431601958854e-158
0.7206511961526678,2.4081373933234345e-158
0.38379461959081074,6.234028618601286e-159
0.9435244883950944,4.9959086573571365e-158
0.8728772451512322,4.8218658520694704e-158
0.5070437129535037,2.196227612212261e-158
0.8030542128853386,3.399178100187213e-158
0.9195448248514012,4.345062451113278e-158
0.9218580548057312,4.672764200984883e-158
0.889215197267991,4.729204111245083e-158
0.9972557329583718,5.3666764758759835e-158
0.7940667820575427,3.3924349593014643e-158
0.8150944713488857,3.4046208251922175e-158
0.9108519434794025,4.06379763656373e-158
0.998274356040983,5.251725381783864e-158
0.8727982632856524,4.184480138467556e-158
0.9236401613547943,4.8551243243454745e-158
0.9731195816676572,5.573849663168106e-158
0.41323523483936736,1.5317033432112646e-158
0.667695677371175,1.9290375158853703e-158
0.5045243194222918,1.6705865809020126e-158
0.8525431272287093,2.991600670735823e-158
0.9603610230184167,4.852339134256158e-158
0.7211691865481846,2.9571704934050773e-158
0.35472593938211366,7.605882077600942e-159
0.682406207500341,1.9005579281149454e-158
0.9171846298144478,4.609812792233445e-158
0.8175373839597506,3.957823337129087e-158
0.92847617425931,5.046966508187743e-158
0.45149384329926734,1.3950808640436916e-158
0.7844717761611479,1.877069076636484e-158
0.6032888490455003,2.032674858620407e-158
0.8969850002436616,4.348793682057361e-158
0.8574123606448061,3.4479366732681395e-158
0.5790830366602868,1.1407099413040332e-158
0.5606631074634401,1.1832658947101264e-158
0.7707867094055584,2.6824857103227445e-158
0.943454737174261,4.829350130765992e-158
0.8131079607695139,3.880007951705046e-158
0.9791061526299154,5.874112474214782e-158
0.3182794555999012,2.7838821333166146e-159
0.8820339858021315,4.243722214787893e-158
0.8951467159801035,4.116971513565385e-158
0.41078053000278847,1.3080917892862564e-158
0.13373582918063098,9.822053205581022e-159
0.9792803653871462,4.9645630297131274e-158
0.6642463236226576,2.4799068799846886e-158
0.9855222383623402,5.615377376573959e-158
0.6920607051263492,1.3828613440969824e-158
0.9640562985191651,5.8458730410615974e-158
0.804661207156394,3.4962323453091346e-158
0.5706363575847062,1.2694397591751001e-158
0.8190635426476,4.091644958684806e-158
0.9774935235883073,5.532702736096568e-158
0.5327127795856453,1.7079575156831107e-158
0.914675206702886,4.478288505545655e-158
0.5307165679766953,1.6842395718990452e-158
0.9148665503309954,4.322901539002804e-158
0.7307300410936859,2.6448895781549117e-158
0.9048923428082836,3.622667246869638e-158
0.5838517836362019,1.2701562430567988e-158
0.7226525801866523,2.5540374644034794e-158
0.39757299476371377,1.021560590620625e-158
0.46056365518153297,2.363793726288245e-158
0.9739409764901445,5.552545965068389e-158
0.8179641307141291,3.877393008548494e-158
0.3137957386328005,2.5300275386484484e-159
0.4671385735413921,1.6811521286455653e-158
0.20287711740375783,1.1822197359676481e-158
0.8608839276503073,3.686488523711719e-158
0.9024229663891694,3.838475202550293e-158
0.9436093359897726,4.3207901900910595e-158
0.8562206536177532,3.2174162596588944e-158
0.9680322500146487,5.365450908621701e-158
0.9619360081069158,5.336468049435494e-158
0.36327359458537745,5.574430788642966e-158
0.4703361730807599,1.5629919445772292e-158
0.9376170409980076,5.536047958589402e-158
0.6474727201191215,2.7321611106683035e-158
0.9895919051715115,5.124656143761829e-158
0.9956833967331925,5.346709600213315e-158
0.7047314424798595,1.902117967814158e-158
0.9768070177864575,5.90557993035917e-158
0.983788619436135,5.532301532212154e-158
0.96070491771088,5.057135994405233e-158
0.9716906956832476,5.4165903804993036e-158
0.9143166660417019,4.868299234484321e-158
0.9710656115403592,5.8267845320025476e-158
0.8822294381987763,4.404225162451502e-158
0.726426142506286,2.747017470166116e-158
0.26100659626859923,9.847596425632523e-159
0.6542186713223127,2.5275853221865788e-158
0.8557123340631971,3.5220554021995344e-158
0.2927481468979178,2.495570894401573e-159
0.7003827273822099,2.040223290079601e-158
0.7561360034229233,2.530550294348994e-158
0.363635615903367,0.0
0.9929000532283787,4.742196500443474e-158
0.9193014483498791,4.5944055301730235e-158
0.4239526627168006,1.0570735157444039e-158
0.8246567100425967,3.5825858141155774e-158
0.48338698777220634,1.1267762853917102e-158
0.8822691559171594,1.0474430788642965e-157
0.3407324052556924,8.008997161478357e-159
0.494266443753673,2.357705822931965e-158
0.9871525970242248,5.51841270002939e-158
0.908769261200986,3.773672278838602e-158
0.8493597186845427,3.3090063339950025e-158
0.30746931546974726,1.1294935456002011e-158
0.801325396356633,3.146813392446573e-158
0.6861750865214276,2.093116780605467e-158
0.2893673177207877,1.148719470105767e-158
0.7597751264581447,3.692210987028247e-158
0.7726550330190457,2.800336452786491e-158
0.6232756361748453,2.054308273721147e-158
0.9807187276760327,5.342703445589746e-158
0.8360877450720599,3.421831726271561e-158
0.5538299366067946,1.640313432487179e-158
0.9855136506489541,5.3705843023111155e-158
0.6950765642830056,1.6646792365078513e-158
0.811153482494589,3.635881956580105e-158
0.8991850080112421,3.7136884673683085e-158
0.7794485850487407,2.7472402842161133e-158
0.8278219197321143,3.972335089968796e-158
0.9889488520748417,5.3467987800251966e-158
0.8936087901249736,4.18534948632649e-158
1.0,1.5744307886429667e-158
0.9483904020327062,4.713462320990979e-158
0.8071551283948643,3.346479066330387e-158
0.9348005980484342,5.451339105787601e-158
0.8337502743435529,2.9158069255452435e-158
0.8004694466007359,3.525797770558253e-158
0.8871748560187882,4.368028713616683e-158
0.9343145990186263,5.865790818778125e-158
0.7355407403295727,3.859505052842548e-158
